date,ticket_id,issue_type,resolution_hours,satisfaction_score,churn_risk
2025-08-09,TKT700279,Technical Issue,44.6,5.0,0.547
2025-08-09,TKT700279,Technical Issue,38.7,4.2,0.505
2025-08-09,TKT700279,Technical Issue,16.7,8.0,0.033
2025-08-09,TKT700279,Billing Problem,9.9,7.4,0.076
2025-08-09,TKT700279,Product Feature,22.9,7.6,0.111
2025-08-09,TKT700279,Technical Issue,28.3,9.8,0.019
2025-08-09,TKT700279,Technical Issue,3.6,8.2,0.115
2025-08-09,TKT700279,Technical Issue,16.1,6.3,0.301
2025-08-09,TKT700279,Shipping/Delivery,3.5,6.9,0.349
2025-08-09,TKT700279,Technical Issue,9.1,9.0,0.0
2025-08-09,TKT700279,Technical Issue,58.8,2.5,0.78
2025-08-09,TKT700279,Technical Issue,32.3,5.6,0.194
2025-08-09,TKT700279,Technical Issue,20.1,6.3,0.077
2025-08-09,TKT700279,Technical Issue,10.8,6.5,0.025
2025-08-09,TKT700279,Billing Problem,31.0,5.3,0.178
2025-08-09,TKT700279,Technical Issue,36.2,4.7,0.407
2025-08-09,TKT700279,Technical Issue,11.7,7.0,0.159
2025-08-09,TKT700279,Product Feature,5.4,5.0,0.312
2025-08-09,TKT700279,Technical Issue,7.3,6.0,0.319
2025-08-10,TKT701278,Billing Problem,22.4,8.3,0.06
2025-08-10,TKT701278,Technical Issue,17.1,8.2,0.0
2025-08-10,TKT701278,Billing Problem,21.9,8.2,0.079
2025-08-10,TKT701278,Technical Issue,35.0,4.7,0.545
2025-08-10,TKT701278,Account Access,1.7,8.6,0.157
2025-08-10,TKT701278,Shipping/Delivery,10.6,7.1,0.082
2025-08-10,TKT701278,Billing Problem,14.5,8.4,0.226
2025-08-10,TKT701278,Product Feature,1.6,5.5,0.431
2025-08-10,TKT701278,Shipping/Delivery,15.7,7.8,0.0
2025-08-10,TKT701278,Service Quality,9.1,9.0,0.096
2025-08-10,TKT701278,Technical Issue,64.0,3.2,0.498
2025-08-10,TKT701278,Billing Problem,9.0,9.4,0.0
2025-08-10,TKT701278,Technical Issue,12.6,6.8,0.361
2025-08-10,TKT702276,Product Feature,11.9,9.0,0.038
2025-08-10,TKT702276,Technical Issue,25.5,6.2,0.054
2025-08-10,TKT702276,Billing Problem,15.9,7.3,0.0
2025-08-10,TKT702276,Billing Problem,20.4,4.9,0.515
2025-08-10,TKT702276,Billing Problem,17.1,8.3,0.074
2025-08-10,TKT702276,Product Feature,26.0,4.7,0.668
2025-08-10,TKT702276,Product Feature,6.9,6.3,0.315
2025-08-10,TKT702276,Product Feature,3.0,5.6,0.65
2025-08-10,TKT702276,Technical Issue,4.7,5.8,0.156
2025-08-10,TKT702276,Shipping/Delivery,11.1,6.8,0.329
2025-08-10,TKT702276,Technical Issue,13.9,9.5,0.096
2025-08-10,TKT702276,Billing Problem,9.7,9.7,0.114
2025-08-10,TKT702276,Billing Problem,15.1,7.3,0.071
2025-08-10,TKT702276,Technical Issue,5.1,8.0,0.157
2025-08-10,TKT702276,Technical Issue,29.0,5.7,0.117
2025-08-10,TKT702276,Account Access,7.5,9.2,0.143
2025-08-10,TKT702276,Account Access,3.1,5.5,0.25
2025-08-10,TKT702276,Billing Problem,23.0,8.0,0.083
2025-08-10,TKT702276,Account Access,4.0,7.2,0.095
2025-08-10,TKT702276,Technical Issue,22.2,5.7,0.52
2025-08-10,TKT702276,Technical Issue,18.7,6.7,0.314
2025-08-10,TKT702276,Technical Issue,3.7,5.7,0.0
2025-08-10,TKT702276,Billing Problem,8.2,6.0,0.29
2025-08-10,TKT702276,Technical Issue,14.8,7.8,0.0
2025-08-10,TKT702276,Technical Issue,5.2,7.4,0.213
2025-08-10,TKT702276,Service Quality,11.9,9.4,0.017
2025-08-10,TKT702276,Account Access,1.6,7.3,0.082
2025-08-10,TKT702276,Billing Problem,15.4,8.4,0.22
2025-08-10,TKT702276,Account Access,4.9,7.6,0.018
2025-08-10,TKT702276,Account Access,3.2,4.9,0.73
2025-08-10,TKT702276,Technical Issue,14.7,7.0,0.014
2025-08-10,TKT702276,Product Feature,7.8,7.7,0.016
2025-08-10,TKT702276,Billing Problem,5.7,8.4,0.083
2025-08-10,TKT703279,Account Access,2.5,8.0,0.0
2025-08-10,TKT703279,Shipping/Delivery,3.1,6.4,0.095
2025-08-10,TKT703279,Product Feature,30.7,5.7,0.494
2025-08-11,TKT704787,Product Feature,5.8,9.7,0.183
2025-08-11,TKT704787,Product Feature,1.1,8.7,0.061
2025-08-11,TKT704787,Technical Issue,21.1,7.5,0.074
2025-08-11,TKT704787,Billing Problem,3.9,8.1,0.052
2025-08-11,TKT704787,Product Feature,0.6,6.7,0.179
2025-08-11,TKT704787,Product Feature,9.8,6.4,0.684
2025-08-11,TKT704787,Technical Issue,92.7,5.0,0.703
2025-08-11,TKT704787,Product Feature,13.5,10.0,0.101
2025-08-11,TKT704787,Product Feature,17.2,6.0,0.302
2025-08-11,TKT704787,Billing Problem,12.2,6.1,0.0
2025-08-11,TKT704787,Shipping/Delivery,15.4,7.4,0.147
2025-08-11,TKT705321,Shipping/Delivery,7.0,5.3,0.372
2025-08-11,TKT705321,Technical Issue,6.3,8.3,0.033
2025-08-11,TKT705321,Account Access,0.8,5.8,0.415
2025-08-11,TKT705321,Billing Problem,11.1,6.7,0.193
2025-08-11,TKT705321,Billing Problem,4.6,6.5,0.409
2025-08-11,TKT705321,Shipping/Delivery,12.0,8.8,0.058
2025-08-11,TKT705321,Technical Issue,29.4,5.1,0.383
2025-08-11,TKT705321,Billing Problem,8.8,8.9,0.173
2025-08-11,TKT705321,Account Access,1.5,8.9,0.132
2025-08-11,TKT705321,Billing Problem,7.4,8.1,0.075
2025-08-11,TKT705321,Service Quality,2.1,6.1,0.468
2025-08-11,TKT705321,Product Feature,4.2,7.4,0.06
2025-08-11,TKT705321,Account Access,6.6,7.9,0.0
2025-08-11,TKT705321,Technical Issue,23.7,7.3,0.0
2025-08-11,TKT705321,Billing Problem,46.4,5.7,0.0
2025-08-11,TKT705321,Technical Issue,25.1,7.8,0.007
2025-08-11,TKT705321,Account Access,1.3,7.8,0.181
2025-08-11,TKT705321,Billing Problem,18.6,7.2,0.005
2025-08-11,TKT705321,Billing Problem,1.9,7.5,0.109
2025-08-11,TKT705321,Product Feature,7.9,8.4,0.031
2025-08-11,TKT705321,Account Access,3.9,8.7,0.209
2025-08-11,TKT705321,Shipping/Delivery,2.1,7.0,0.02
2025-08-11,TKT705321,Account Access,4.1,10.0,0.07
2025-08-11,TKT705321,Billing Problem,2.2,7.5,0.183
2025-08-11,TKT705321,Billing Problem,42.0,4.4,0.703
2025-08-11,TKT705321,Technical Issue,41.0,5.4,0.2
2025-08-11,TKT705321,Billing Problem,3.5,7.8,0.057
2025-08-11,TKT706329,Technical Issue,21.5,8.7,0.066
2025-08-11,TKT706329,Billing Problem,22.8,4.6,0.441
2025-08-11,TKT706329,Shipping/Delivery,4.0,7.9,0.025
2025-08-11,TKT706329,Technical Issue,1.8,7.8,0.07
2025-08-11,TKT706329,Shipping/Delivery,9.6,7.0,0.195
2025-08-11,TKT706329,Technical Issue,37.7,5.1,0.294
2025-08-11,TKT706329,Service Quality,17.0,6.5,0.035
2025-08-11,TKT706329,Account Access,1.3,8.1,0.068
2025-08-11,TKT706329,Account Access,1.1,8.0,0.09
2025-08-11,TKT706329,Service Quality,5.7,7.5,0.08
2025-08-11,TKT706329,Billing Problem,29.4,5.0,0.522
2025-08-11,TKT706329,Billing Problem,4.2,9.4,0.148
2025-08-11,TKT706329,Technical Issue,26.7,6.0,0.191
2025-08-11,TKT706329,Service Quality,1.0,6.2,0.368
2025-08-11,TKT706329,Technical Issue,47.6,5.3,0.077
2025-08-11,TKT706329,Technical Issue,20.1,8.4,0.041
2025-08-11,TKT706329,Service Quality,2.4,6.3,0.383
2025-08-11,TKT706329,Billing Problem,22.0,7.3,0.16
2025-08-12,TKT708328,Shipping/Delivery,3.8,6.6,0.151
2025-08-12,TKT708328,Product Feature,14.1,8.0,0.011
2025-08-12,TKT708328,Account Access,8.2,8.3,0.133
2025-08-12,TKT708328,Billing Problem,17.2,7.0,0.304
2025-08-12,TKT708328,Billing Problem,13.3,8.9,0.029
2025-08-12,TKT708328,Shipping/Delivery,2.5,7.1,0.132
2025-08-12,TKT708328,Service Quality,8.7,9.0,0.172
2025-08-12,TKT708328,Billing Problem,15.3,8.0,0.015
2025-08-12,TKT708328,Technical Issue,14.7,6.0,0.236
2025-08-12,TKT708328,Service Quality,6.2,7.8,0.071
2025-08-12,TKT708328,Billing Problem,25.6,4.4,0.43
2025-08-12,TKT708328,Billing Problem,4.7,9.5,0.088
2025-08-12,TKT708328,Product Feature,14.0,5.9,0.276
2025-08-12,TKT709347,Technical Issue,19.0,6.9,0.438
2025-08-12,TKT709347,Technical Issue,5.8,6.9,0.471
2025-08-12,TKT709347,Billing Problem,18.0,7.1,0.182
2025-08-12,TKT709347,Technical Issue,15.9,7.0,0.0
2025-08-12,TKT709347,Billing Problem,8.3,8.8,0.21
2025-08-12,TKT709347,Service Quality,12.9,7.1,0.097
2025-08-12,TKT709347,Billing Problem,8.0,6.0,0.216
2025-08-12,TKT709347,Service Quality,2.8,6.3,0.106
2025-08-12,TKT709347,Service Quality,4.3,7.0,0.265
2025-08-12,TKT709347,Technical Issue,20.5,7.0,0.178
2025-08-12,TKT709347,Account Access,1.3,6.0,0.072
2025-08-12,TKT709347,Shipping/Delivery,1.7,7.9,0.016
2025-08-12,TKT709347,Technical Issue,12.2,6.0,0.259
2025-08-12,TKT709347,Shipping/Delivery,26.1,5.5,0.387
2025-08-12,TKT709347,Product Feature,9.2,8.1,0.057
2025-08-12,TKT710328,Product Feature,3.3,6.7,0.137
2025-08-12,TKT710328,Technical Issue,14.7,7.4,0.024
2025-08-12,TKT710328,Billing Problem,12.9,8.2,0.099
2025-08-12,TKT710328,Technical Issue,14.3,5.0,0.438
2025-08-12,TKT710328,Account Access,2.2,6.0,0.22
2025-08-12,TKT710328,Product Feature,20.0,6.0,0.475
2025-08-12,TKT710328,Account Access,6.4,5.2,0.312
2025-08-12,TKT710328,Billing Problem,8.7,8.1,0.085
2025-08-12,TKT710328,Service Quality,5.4,5.5,0.306
2025-08-12,TKT710328,Billing Problem,19.8,9.1,0.103
2025-08-12,TKT710328,Technical Issue,27.2,7.2,0.018
2025-08-12,TKT710328,Account Access,5.8,8.0,0.0
2025-08-12,TKT710328,Technical Issue,22.0,9.7,0.068
2025-08-12,TKT711330,Product Feature,5.7,7.7,0.02
2025-08-12,TKT711330,Billing Problem,18.1,7.3,0.0
2025-08-12,TKT711330,Account Access,3.0,9.8,0.108
2025-08-12,TKT711330,Billing Problem,23.3,7.0,0.403
2025-08-12,TKT711330,Technical Issue,10.4,7.0,0.012
2025-08-12,TKT711330,Technical Issue,15.4,7.0,0.106
2025-08-13,TKT712327,Technical Issue,7.9,8.6,0.156
2025-08-13,TKT712327,Account Access,10.0,7.5,0.309
2025-08-13,TKT712327,Billing Problem,14.7,8.6,0.0
2025-08-13,TKT713327,Service Quality,3.2,7.3,0.182
2025-08-13,TKT713327,Technical Issue,6.9,5.9,0.197
2025-08-13,TKT713327,Technical Issue,7.6,7.3,0.114
2025-08-13,TKT713327,Technical Issue,56.5,4.6,0.682
2025-08-13,TKT713327,Service Quality,8.3,6.6,0.25
2025-08-13,TKT713327,Billing Problem,11.0,7.4,0.15
2025-08-13,TKT713327,Billing Problem,26.6,4.8,0.552
2025-08-13,TKT713327,Account Access,4.7,4.6,0.402
2025-08-13,TKT713327,Technical Issue,19.9,6.5,0.125
2025-08-13,TKT713327,Service Quality,9.8,7.9,0.153
2025-08-13,TKT713327,Billing Problem,4.3,4.7,0.497
2025-08-13,TKT713327,Shipping/Delivery,17.0,8.7,0.162
2025-08-13,TKT713327,Account Access,4.8,6.8,0.306
2025-08-13,TKT713327,Shipping/Delivery,7.5,6.6,0.321
2025-08-13,TKT713327,Account Access,8.3,8.9,0.012
2025-08-13,TKT713327,Product Feature,11.7,8.1,0.105
2025-08-13,TKT713327,Technical Issue,14.2,9.2,0.0
2025-08-13,TKT713327,Technical Issue,39.9,6.2,0.396
2025-08-13,TKT713327,Billing Problem,70.7,3.6,0.541
2025-08-13,TKT713327,Product Feature,31.5,6.4,0.0
2025-08-13,TKT713327,Technical Issue,2.9,6.0,0.366
2025-08-13,TKT713327,Billing Problem,17.9,8.4,0.0
2025-08-13,TKT713327,Billing Problem,4.7,9.3,0.157
2025-08-13,TKT713327,Account Access,3.2,8.7,0.155
2025-08-13,TKT713327,Technical Issue,20.8,5.6,0.539
2025-08-13,TKT713327,Technical Issue,16.3,9.6,0.0
2025-08-13,TKT713327,Technical Issue,41.9,4.6,0.301
2025-08-13,TKT713327,Account Access,1.6,6.5,0.139
2025-08-13,TKT713327,Technical Issue,13.7,7.1,0.138
2025-08-13,TKT713327,Shipping/Delivery,6.6,7.4,0.022
2025-08-13,TKT713327,Account Access,1.3,8.4,0.113
2025-08-13,TKT713327,Technical Issue,16.6,6.8,0.393
2025-08-13,TKT713327,Technical Issue,28.0,5.2,0.115
2025-08-13,TKT713327,Technical Issue,5.0,6.6,0.327
2025-08-13,TKT713327,Billing Problem,17.7,9.6,0.0
2025-08-13,TKT713327,Billing Problem,31.3,5.2,0.228
2025-08-13,TKT713327,Technical Issue,1.9,8.4,0.067
2025-08-13,TKT714834,Billing Problem,2.4,7.3,0.042
2025-08-13,TKT714834,Shipping/Delivery,14.7,8.5,0.112
2025-08-13,TKT714834,Shipping/Delivery,10.3,9.3,0.063
2025-08-13,TKT714834,Billing Problem,15.3,4.7,0.634
2025-08-13,TKT714834,Billing Problem,16.3,6.7,0.351
2025-08-13,TKT714834,Technical Issue,40.0,4.2,0.734
2025-08-13,TKT714834,Account Access,3.1,5.8,0.134
2025-08-13,TKT714834,Billing Problem,10.1,7.4,0.209
2025-08-13,TKT714834,Technical Issue,21.0,8.4,0.0
2025-08-13,TKT714834,Billing Problem,11.6,9.4,0.0
2025-08-13,TKT714834,Technical Issue,19.5,4.6,0.614
2025-08-13,TKT714834,Account Access,1.0,7.6,0.0
2025-08-13,TKT714834,Service Quality,11.4,6.1,0.0
2025-08-13,TKT714834,Technical Issue,8.8,6.2,0.229
2025-08-13,TKT714834,Technical Issue,17.1,7.0,0.137
2025-08-13,TKT714834,Billing Problem,19.5,7.3,0.07
2025-08-13,TKT714834,Service Quality,15.0,6.9,0.376
2025-08-13,TKT714834,Shipping/Delivery,23.6,8.5,0.038
2025-08-13,TKT714834,Account Access,0.8,9.8,0.078
2025-08-13,TKT714834,Product Feature,3.3,8.5,0.113
2025-08-13,TKT714834,Billing Problem,16.5,6.9,0.159
2025-08-13,TKT714834,Billing Problem,0.5,7.9,0.0
2025-08-13,TKT714834,Technical Issue,17.9,8.2,0.122
2025-08-13,TKT714834,Billing Problem,21.4,7.3,0.093
2025-08-13,TKT714834,Technical Issue,29.0,6.7,0.277
2025-08-14,TKT715841,Technical Issue,11.8,8.8,0.122
2025-08-14,TKT715841,Billing Problem,8.8,6.3,0.34
2025-08-14,TKT715841,Technical Issue,69.0,1.2,0.62
2025-08-14,TKT715841,Service Quality,12.2,7.9,0.067
2025-08-14,TKT715841,Technical Issue,26.3,4.3,0.658
2025-08-14,TKT715841,Technical Issue,35.4,6.6,0.396
2025-08-14,TKT715841,Billing Problem,22.5,6.3,0.0
2025-08-14,TKT715841,Technical Issue,39.4,5.1,0.0
2025-08-14,TKT715841,Shipping/Delivery,19.1,7.4,0.056
2025-08-14,TKT715841,Billing Problem,11.8,4.4,0.431
2025-08-14,TKT716841,Technical Issue,3.2,9.1,0.12
2025-08-14,TKT716841,Technical Issue,40.1,6.1,0.217
2025-08-14,TKT716841,Product Feature,5.1,7.8,0.067
2025-08-14,TKT716841,Account Access,1.2,7.9,0.001
2025-08-14,TKT716841,Technical Issue,39.0,6.9,0.343
2025-08-14,TKT716841,Billing Problem,29.3,5.6,0.103
2025-08-14,TKT716841,Technical Issue,40.9,8.1,0.068
2025-08-14,TKT716841,Billing Problem,2.6,6.5,0.005
2025-08-14,TKT716841,Billing Problem,31.0,2.5,0.973
2025-08-14,TKT716841,Account Access,0.6,6.5,0.236
2025-08-14,TKT716841,Billing Problem,5.8,8.3,0.0
2025-08-14,TKT716841,Technical Issue,28.4,4.3,0.674
2025-08-14,TKT716841,Account Access,11.9,9.9,0.088
2025-08-14,TKT716841,Technical Issue,41.3,5.7,0.437
2025-08-14,TKT716841,Technical Issue,4.7,9.3,0.193
2025-08-14,TKT716841,Product Feature,26.3,5.0,0.167
2025-08-14,TKT716841,Billing Problem,5.0,8.0,0.04
2025-08-14,TKT716841,Service Quality,3.7,7.6,0.124
2025-08-14,TKT716841,Billing Problem,13.0,8.0,0.143
2025-08-14,TKT716841,Shipping/Delivery,25.2,1.8,0.965
2025-08-14,TKT716841,Product Feature,18.5,7.2,0.033
2025-08-14,TKT716841,Account Access,20.1,7.5,0.054
2025-08-14,TKT717852,Product Feature,12.7,7.6,0.155
2025-08-14,TKT717852,Shipping/Delivery,15.1,8.0,0.07
2025-08-14,TKT717852,Product Feature,37.3,4.9,0.667
2025-08-14,TKT717852,Technical Issue,78.9,1.0,0.697
2025-08-14,TKT717852,Technical Issue,11.8,6.4,0.207
2025-08-14,TKT717852,Service Quality,5.6,7.2,0.192
2025-08-14,TKT717852,Technical Issue,43.0,3.0,0.452
2025-08-14,TKT717852,Shipping/Delivery,8.1,7.1,0.047
2025-08-14,TKT717852,Technical Issue,20.3,5.6,0.221
2025-08-14,TKT717852,Account Access,1.0,7.2,0.063
2025-08-14,TKT717852,Shipping/Delivery,4.2,9.0,0.071
2025-08-14,TKT717852,Billing Problem,19.6,8.4,0.025
2025-08-15,TKT719848,Technical Issue,51.3,2.1,0.846
2025-08-15,TKT719848,Technical Issue,34.5,8.7,0.0
2025-08-15,TKT719848,Account Access,5.4,7.7,0.023
2025-08-15,TKT719848,Product Feature,17.8,9.5,0.108
2025-08-15,TKT719848,Account Access,6.5,8.0,0.061
2025-08-15,TKT719848,Billing Problem,5.6,7.7,0.107
2025-08-15,TKT719848,Service Quality,29.9,7.6,0.0
2025-08-15,TKT719848,Billing Problem,20.3,9.3,0.057
2025-08-15,TKT719848,Account Access,2.5,9.0,0.092
2025-08-15,TKT719848,Service Quality,21.8,4.5,0.526
2025-08-15,TKT719848,Billing Problem,21.0,8.2,0.047
2025-08-15,TKT719848,Billing Problem,1.7,6.9,0.466
2025-08-15,TKT719848,Technical Issue,61.3,2.8,0.905
2025-08-15,TKT719848,Billing Problem,9.4,6.8,0.42
2025-08-15,TKT719848,Technical Issue,23.2,4.7,0.336
2025-08-15,TKT719848,Billing Problem,10.3,8.1,0.087
2025-08-15,TKT719848,Account Access,3.3,9.4,0.041
2025-08-15,TKT719848,Technical Issue,29.8,3.2,0.344
2025-08-15,TKT719848,Service Quality,4.1,7.2,0.13
2025-08-15,TKT719848,Technical Issue,15.0,8.3,0.0
2025-08-15,TKT719848,Service Quality,48.5,3.2,0.673
2025-08-15,TKT720849,Product Feature,32.0,7.4,0.054
2025-08-15,TKT720849,Billing Problem,5.0,8.1,0.215
2025-08-15,TKT720849,Billing Problem,29.7,7.2,0.0
2025-08-15,TKT720849,Shipping/Delivery,1.4,10.0,0.032
2025-08-15,TKT720849,Technical Issue,58.3,5.5,0.316
2025-08-15,TKT720849,Technical Issue,22.1,6.5,0.387
2025-08-15,TKT720849,Account Access,1.0,8.7,0.064
2025-08-15,TKT720849,Service Quality,13.7,6.7,0.079
2025-08-15,TKT720849,Product Feature,10.1,6.6,0.143
2025-08-15,TKT720849,Account Access,1.8,7.0,0.069
2025-08-15,TKT720849,Account Access,0.5,7.1,0.0
2025-08-15,TKT720849,Product Feature,22.6,8.4,0.006
2025-08-15,TKT720849,Product Feature,10.0,8.8,0.052
2025-08-15,TKT720849,Service Quality,13.1,6.8,0.232
2025-08-15,TKT720849,Billing Problem,5.4,6.6,0.259
2025-08-15,TKT720849,Product Feature,28.5,5.9,0.0
2025-08-15,TKT720849,Billing Problem,25.8,5.8,0.253
2025-08-16,TKT721847,Service Quality,6.0,7.5,0.178
2025-08-16,TKT721847,Technical Issue,9.0,6.7,0.267
2025-08-16,TKT721847,Technical Issue,15.6,6.7,0.227
2025-08-16,TKT721847,Product Feature,4.8,8.7,0.0
2025-08-16,TKT721847,Billing Problem,12.6,8.0,0.043
2025-08-16,TKT721847,Billing Problem,13.3,7.9,0.087
2025-08-16,TKT721847,Billing Problem,19.1,6.7,0.254
2025-08-16,TKT721847,Product Feature,3.1,9.4,0.135
2025-08-16,TKT721847,Technical Issue,36.7,5.6,0.098
2025-08-16,TKT721847,Shipping/Delivery,2.7,7.8,0.11
2025-08-16,TKT721847,Technical Issue,34.9,6.3,0.417
2025-08-16,TKT721847,Technical Issue,18.0,6.5,0.284
2025-08-16,TKT721847,Technical Issue,1.5,6.8,0.208
2025-08-16,TKT721847,Technical Issue,39.2,5.9,0.106
2025-08-16,TKT721847,Product Feature,11.4,9.8,0.053
2025-08-16,TKT721847,Billing Problem,40.4,5.2,0.316
2025-08-16,TKT722846,Technical Issue,54.8,4.4,0.48
2025-08-16,TKT722846,Technical Issue,29.7,5.0,0.27
2025-08-16,TKT722846,Account Access,1.7,8.2,0.137
2025-08-16,TKT722846,Technical Issue,24.6,4.4,0.509
2025-08-16,TKT722846,Shipping/Delivery,20.1,7.3,0.043
2025-08-16,TKT722846,Technical Issue,18.4,7.4,0.146
2025-08-16,TKT722846,Shipping/Delivery,4.6,7.7,0.028
2025-08-16,TKT722846,Product Feature,9.9,7.0,0.077
2025-08-16,TKT722846,Billing Problem,4.3,7.2,0.046
2025-08-16,TKT722846,Product Feature,3.7,7.4,0.015
2025-08-16,TKT722846,Shipping/Delivery,9.3,5.9,0.378
2025-08-16,TKT722846,Account Access,0.9,8.4,0.0
2025-08-16,TKT722846,Billing Problem,3.3,7.3,0.185
2025-08-16,TKT722846,Product Feature,3.6,9.2,0.0
2025-08-16,TKT722846,Product Feature,7.5,7.8,0.157
2025-08-16,TKT722846,Technical Issue,1.6,6.9,0.371
2025-08-16,TKT722846,Account Access,1.4,8.0,0.036
2025-08-16,TKT722846,Service Quality,13.6,7.3,0.197
2025-08-16,TKT722846,Technical Issue,33.5,7.5,0.022
2025-08-16,TKT722846,Technical Issue,72.3,3.4,0.603
2025-08-16,TKT722846,Product Feature,11.3,7.9,0.158
2025-08-16,TKT722846,Technical Issue,6.4,9.2,0.111
2025-08-16,TKT722846,Technical Issue,11.3,7.8,0.008
2025-08-16,TKT722846,Account Access,1.5,5.9,0.515
2025-08-16,TKT722846,Technical Issue,5.8,8.9,0.018
2025-08-16,TKT722846,Billing Problem,31.7,6.9,0.427
2025-08-16,TKT723848,Technical Issue,68.8,3.5,0.679
2025-08-16,TKT723848,Technical Issue,32.0,3.4,0.471
2025-08-16,TKT723848,Product Feature,1.2,8.9,0.155
2025-08-16,TKT723848,Product Feature,6.7,6.9,0.323
2025-08-16,TKT723848,Service Quality,17.1,8.7,0.215
2025-08-16,TKT723848,Technical Issue,33.8,5.3,0.339
2025-08-16,TKT723848,Billing Problem,10.4,6.6,0.298
2025-08-16,TKT723848,Product Feature,3.8,7.5,0.103
2025-08-16,TKT723848,Technical Issue,31.1,4.6,0.413
2025-08-16,TKT723848,Billing Problem,24.1,4.3,0.564
2025-08-16,TKT723848,Shipping/Delivery,18.1,5.4,0.197
2025-08-16,TKT723848,Product Feature,26.0,4.9,0.553
2025-08-16,TKT723848,Billing Problem,15.0,7.4,0.069
2025-08-16,TKT723848,Billing Problem,24.5,7.5,0.142
2025-08-16,TKT723848,Product Feature,3.8,9.0,0.055
2025-08-17,TKT726365,Service Quality,6.9,7.0,0.059
2025-08-17,TKT726365,Service Quality,19.5,7.1,0.0
2025-08-17,TKT726365,Account Access,1.3,5.6,0.379
2025-08-17,TKT726365,Account Access,5.2,8.3,0.057
2025-08-17,TKT726365,Product Feature,11.5,7.1,0.079
2025-08-17,TKT726365,Shipping/Delivery,7.0,7.3,0.044
2025-08-17,TKT726365,Billing Problem,7.8,6.9,0.315
2025-08-17,TKT726365,Service Quality,3.7,6.7,0.32
2025-08-17,TKT726365,Account Access,1.7,5.8,0.409
2025-08-17,TKT726365,Billing Problem,4.9,9.3,0.048
2025-08-17,TKT726365,Service Quality,26.6,6.3,0.214
2025-08-17,TKT726365,Service Quality,20.8,6.3,0.403
2025-08-17,TKT726365,Product Feature,10.7,6.3,0.277
2025-08-17,TKT726365,Technical Issue,39.4,4.6,0.617
2025-08-17,TKT726365,Shipping/Delivery,10.4,8.2,0.0
2025-08-17,TKT726365,Service Quality,29.6,4.6,0.64
2025-08-17,TKT726365,Account Access,1.3,7.8,0.077
2025-08-17,TKT726365,Billing Problem,6.2,9.6,0.028
2025-08-17,TKT726365,Billing Problem,3.1,8.1,0.027
2025-08-17,TKT726365,Technical Issue,26.3,4.3,0.378
2025-08-17,TKT726365,Account Access,10.9,5.2,0.112
2025-08-17,TKT726365,Product Feature,14.0,7.0,0.314
2025-08-17,TKT726365,Billing Problem,17.8,8.0,0.097
2025-08-17,TKT727371,Technical Issue,27.7,5.8,0.1
2025-08-17,TKT727371,Billing Problem,9.1,5.2,0.489
2025-08-17,TKT727371,Billing Problem,37.8,6.4,0.318
2025-08-17,TKT727371,Billing Problem,1.6,5.4,0.291
2025-08-17,TKT727371,Technical Issue,42.1,8.2,0.021
2025-08-17,TKT727371,Billing Problem,32.6,4.8,0.449
2025-08-17,TKT727371,Billing Problem,47.0,4.5,0.652
2025-08-17,TKT727371,Account Access,6.9,8.8,0.088
2025-08-17,TKT727371,Product Feature,6.6,8.4,0.092
2025-08-17,TKT727371,Technical Issue,12.3,7.1,0.062
2025-08-17,TKT727371,Technical Issue,44.8,5.7,0.395
2025-08-17,TKT727371,Shipping/Delivery,7.8,8.9,0.176
2025-08-17,TKT727371,Billing Problem,23.4,8.6,0.124
2025-08-17,TKT727371,Billing Problem,25.8,4.7,0.61
2025-08-17,TKT727371,Service Quality,1.0,6.6,0.103
2025-08-17,TKT727371,Technical Issue,26.9,7.0,0.075
2025-08-17,TKT727371,Account Access,6.2,7.8,0.073
2025-08-17,TKT727371,Product Feature,3.4,5.4,0.087
2025-08-17,TKT727371,Account Access,1.3,5.9,0.166
2025-08-17,TKT727371,Account Access,4.6,7.3,0.235
2025-08-17,TKT727371,Account Access,3.7,7.3,0.197
2025-08-17,TKT727371,Billing Problem,16.3,7.7,0.155
2025-08-17,TKT727371,Product Feature,5.0,6.3,0.201
2025-08-17,TKT727371,Technical Issue,13.3,8.9,0.06
2025-08-17,TKT727371,Service Quality,9.0,7.7,0.069
2025-08-17,TKT727371,Product Feature,3.1,8.7,0.114
2025-08-17,TKT727371,Billing Problem,26.9,7.0,0.416
2025-08-17,TKT727371,Billing Problem,3.3,7.8,0.069
2025-08-18,TKT728372,Billing Problem,41.8,4.6,0.475
2025-08-18,TKT728372,Product Feature,10.9,6.7,0.203
2025-08-18,TKT728372,Product Feature,17.5,7.4,0.137
2025-08-18,TKT728372,Billing Problem,28.1,6.2,0.624
2025-08-18,TKT728372,Technical Issue,23.3,6.0,0.181
2025-08-18,TKT728372,Technical Issue,7.7,9.0,0.163
2025-08-18,TKT728372,Billing Problem,0.6,10.0,0.183
2025-08-18,TKT729372,Technical Issue,46.8,5.9,0.409
2025-08-18,TKT729372,Technical Issue,11.6,7.2,0.102
2025-08-18,TKT729372,Billing Problem,3.3,6.3,0.19
2025-08-18,TKT729372,Technical Issue,2.0,9.8,0.026
2025-08-18,TKT729372,Product Feature,4.2,8.6,0.125
2025-08-18,TKT729372,Shipping/Delivery,9.9,6.6,0.453
