date,campaign_id,channel,budget,clicks,conversions,conversion_rate
2025-12-04,C01041,Facebook,1080.0,157,2,1.27
2025-12-04,C01042,Google,600.0,72,1,1.39
2025-12-04,C01043,Email,432.0,84,2,2.38
2025-12-04,C01044,SMS,288.0,75,1,1.33
2025-12-05,C01045,Facebook,1080.0,160,2,1.25
2025-12-05,C01046,Google,600.0,70,2,2.86
2025-12-05,C01047,Email,432.0,86,2,2.33
2025-12-05,C01048,SMS,288.0,69,2,2.9
2025-12-06,C01049,Facebook,1080.0,166,4,2.41
2025-12-06,C01050,Google,600.0,68,1,1.47
2025-12-06,C01051,Email,432.0,85,0,0.0
2025-12-06,C01052,SMS,288.0,71,0,0.0
2025-12-07,C01053,Facebook,1080.0,160,2,1.25
2025-12-07,C01054,Google,600.0,68,1,1.47
2025-12-07,C01055,Email,432.0,87,2,2.3
2025-12-07,C01056,SMS,288.0,76,2,2.63
2025-12-08,C01057,Facebook,1080.0,169,5,2.96
2025-12-08,C01058,Google,600.0,73,2,2.74
2025-12-08,C01059,Email,432.0,86,1,1.16
2025-12-08,C01060,SMS,288.0,72,1,1.39
2025-12-09,C01061,Facebook,1080.0,171,3,1.75
2025-12-09,C01062,Google,600.0,69,2,2.9
2025-12-09,C01063,Email,432.0,83,2,2.41
2025-12-09,C01064,SMS,288.0,75,2,2.67
2025-12-10,C01065,Facebook,1080.0,170,3,1.76
2025-12-10,C01066,Google,600.0,73,1,1.37
2025-12-10,C01067,Email,432.0,84,2,2.38
2025-12-10,C01068,SMS,288.0,70,3,4.29
2025-12-11,C01069,Facebook,1080.0,158,2,1.27
2025-12-11,C01070,Google,600.0,68,1,1.47
2025-12-11,C01071,Email,432.0,88,2,2.27
2025-12-11,C01072,SMS,288.0,75,1,1.33
2025-12-12,C01073,Facebook,1080.0,170,3,1.76
2025-12-12,C01074,Google,600.0,69,1,1.45
2025-12-12,C01075,Email,432.0,88,2,2.27
2025-12-12,C01076,SMS,288.0,69,1,1.45
2025-12-13,C01077,Facebook,1080.0,160,4,2.5
2025-12-13,C01078,Google,600.0,74,1,1.35
2025-12-13,C01079,Email,432.0,88,2,2.27
2025-12-13,C01080,SMS,288.0,73,1,1.37
2025-12-14,C01081,Facebook,1080.0,163,6,3.68
2025-12-14,C01082,Google,600.0,76,1,1.32
2025-12-14,C01083,Email,432.0,83,2,2.41
2025-12-14,C01084,SMS,288.0,67,2,2.99
2025-12-15,C01085,Facebook,1080.0,171,4,2.34
2025-12-15,C01086,Google,600.0,69,1,1.45
2025-12-15,C01087,Email,432.0,83,2,2.41
2025-12-15,C01088,SMS,288.0,70,1,1.43
2025-12-16,C01089,Facebook,1080.0,166,0,0.0
2025-12-16,C01090,Google,600.0,70,2,2.86
2025-12-16,C01091,Email,432.0,87,1,1.15
2025-12-16,C01092,SMS,288.0,74,1,1.35
2025-12-17,C01093,Facebook,1080.0,171,4,2.34
2025-12-17,C01094,Google,600.0,67,1,1.49
2025-12-17,C01095,Email,432.0,87,0,0.0
2025-12-17,C01096,SMS,288.0,72,1,1.39
2025-12-18,C01097,Facebook,1080.0,156,3,1.92
2025-12-18,C01098,Google,600.0,74,0,0.0
2025-12-18,C01099,Email,432.0,88,3,3.41
2025-12-18,C01100,SMS,288.0,68,1,1.47
2025-12-19,C01101,Facebook,1080.0,153,5,3.27
2025-12-19,C01102,Google,600.0,73,2,2.74
2025-12-19,C01103,Email,432.0,87,1,1.15
2025-12-19,C01104,SMS,288.0,69,0,0.0
2025-12-20,C01105,Facebook,1080.0,153,3,1.96
2025-12-20,C01106,Google,600.0,72,2,2.78
2025-12-20,C01107,Email,432.0,83,2,2.41
2025-12-20,C01108,SMS,288.0,70,0,0.0
2025-12-21,C01109,Facebook,1080.0,152,4,2.63
2025-12-21,C01110,Google,600.0,75,2,2.67
2025-12-21,C01111,Email,432.0,84,0,0.0
2025-12-21,C01112,SMS,288.0,74,1,1.35
2025-12-22,C01113,Facebook,1080.0,164,3,1.83
2025-12-22,C01114,Google,600.0,73,1,1.37
2025-12-22,C01115,Email,432.0,88,0,0.0
2025-12-22,C01116,SMS,288.0,68,1,1.47
2025-12-23,C01117,Facebook,1080.0,161,3,1.86
2025-12-23,C01118,Google,600.0,72,1,1.39
2025-12-23,C01119,Email,432.0,86,1,1.16
2025-12-23,C01120,SMS,288.0,71,2,2.82
2025-12-24,C01121,Facebook,1080.0,161,4,2.48
2025-12-24,C01122,Google,600.0,69,1,1.45
2025-12-24,C01123,Email,432.0,83,2,2.41
2025-12-24,C01124,SMS,288.0,69,1,1.45
2025-12-25,C01125,Facebook,1080.0,170,1,0.59
2025-12-25,C01126,Google,600.0,68,1,1.47
2025-12-25,C01127,Email,432.0,84,2,2.38
2025-12-25,C01128,SMS,288.0,73,2,2.74
2025-12-26,C01129,Facebook,1080.0,170,3,1.76
2025-12-26,C01130,Google,600.0,68,0,0.0
2025-12-26,C01131,Email,432.0,83,2,2.41
2025-12-26,C01132,SMS,288.0,71,1,1.41
2025-12-27,C01133,Facebook,1080.0,167,2,1.2
2025-12-27,C01134,Google,600.0,70,1,1.43
2025-12-27,C01135,Email,432.0,88,1,1.14
2025-12-27,C01136,SMS,288.0,73,2,2.74
2025-12-28,C01137,Facebook,1080.0,168,5,2.98
2025-12-28,C01138,Google,600.0,72,1,1.39
2025-12-28,C01139,Email,432.0,87,3,3.45
2025-12-28,C01140,SMS,288.0,69,0,0.0
2025-12-29,C01141,Facebook,1080.0,164,1,0.61
2025-12-29,C01142,Google,600.0,76,2,2.63
2025-12-29,C01143,Email,432.0,85,2,2.35
2025-12-29,C01144,SMS,288.0,68,1,1.47
2025-12-30,C01145,Facebook,1080.0,167,4,2.4
2025-12-30,C01146,Google,600.0,76,2,2.63
2025-12-30,C01147,Email,432.0,83,2,2.41
2025-12-30,C01148,SMS,288.0,73,2,2.74
2025-12-31,C01149,Facebook,1080.0,162,0,0.0
2025-12-31,C01150,Google,600.0,70,1,1.43
2025-12-31,C01151,Email,432.0,84,2,2.38
2025-12-31,C01152,SMS,288.0,71,1,1.41
2026-01-01,C01153,Facebook,900.0,139,3,2.16
2026-01-01,C01154,Google,500.0,62,1,1.61
2026-01-01,C01155,Email,360.0,72,3,4.17
2026-01-01,C01156,SMS,240.0,56,0,0.0
2026-01-02,C01157,Facebook,900.0,137,2,1.46
2026-01-02,C01158,Google,500.0,61,1,1.64
2026-01-02,C01159,Email,360.0,71,0,0.0
2026-01-02,C01160,SMS,240.0,59,1,1.69
2026-01-03,C01161,Facebook,900.0,125,2,1.6
2026-01-03,C01162,Google,500.0,59,1,1.69
2026-01-03,C01163,Email,360.0,69,2,2.9
2026-01-03,C01164,SMS,240.0,55,1,1.82
2026-01-04,C01165,Facebook,900.0,134,2,1.49
2026-01-04,C01166,Google,500.0,56,1,1.79
2026-01-04,C01167,Email,360.0,69,2,2.9
2026-01-04,C01168,SMS,240.0,55,2,3.64
2026-01-05,C01169,Facebook,900.0,136,0,0.0
2026-01-05,C01170,Google,500.0,61,1,1.64
2026-01-05,C01171,Email,360.0,70,1,1.43
2026-01-05,C01172,SMS,240.0,55,1,1.82
2026-01-06,C01173,Facebook,900.0,134,0,0.0
2026-01-06,C01174,Google,500.0,55,0,0.0
2026-01-06,C01175,Email,360.0,69,1,1.45
2026-01-06,C01176,SMS,240.0,57,0,0.0
2026-01-07,C01177,Facebook,900.0,125,0,0.0
2026-01-07,C01178,Google,500.0,60,1,1.67
2026-01-07,C01179,Email,360.0,72,2,2.78
2026-01-07,C01180,SMS,240.0,58,1,1.72
2026-01-08,C01181,Facebook,900.0,138,2,1.45
2026-01-08,C01182,Google,500.0,64,1,1.56
2026-01-08,C01183,Email,360.0,72,1,1.39
2026-01-08,C01184,SMS,240.0,56,1,1.79
2026-01-09,C01185,Facebook,900.0,136,0,0.0
2026-01-09,C01186,Google,500.0,62,2,3.23
2026-01-09,C01187,Email,360.0,72,0,0.0
2026-01-09,C01188,SMS,240.0,63,0,0.0
2026-01-10,C01189,Facebook,900.0,140,2,1.43
2026-01-10,C01190,Google,500.0,58,2,3.45
2026-01-10,C01191,Email,360.0,74,1,1.35
2026-01-10,C01192,SMS,240.0,56,1,1.79
2026-01-11,C01193,Facebook,900.0,128,3,2.34
2026-01-11,C01194,Google,500.0,58,1,1.72
2026-01-11,C01195,Email,360.0,71,2,2.82
2026-01-11,C01196,SMS,240.0,59,1,1.69
2026-01-12,C01197,Facebook,900.0,135,3,2.22
2026-01-12,C01198,Google,500.0,57,1,1.75
2026-01-12,C01199,Email,360.0,71,1,1.41
2026-01-12,C01200,SMS,240.0,55,2,3.64
2026-01-13,C01201,Facebook,900.0,130,3,2.31
2026-01-13,C01202,Google,500.0,62,1,1.61
2026-01-13,C01203,Email,360.0,70,2,2.86
2026-01-13,C01204,SMS,240.0,61,1,1.64
2026-01-14,C01205,Facebook,900.0,143,3,2.1
2026-01-14,C01206,Google,500.0,61,0,0.0
2026-01-14,C01207,Email,360.0,74,2,2.7
2026-01-14,C01208,SMS,240.0,56,1,1.79
2026-01-15,C01209,Facebook,900.0,126,3,2.38
2026-01-15,C01210,Google,500.0,57,1,1.75
2026-01-15,C01211,Email,360.0,70,1,1.43
2026-01-15,C01212,SMS,240.0,59,1,1.69
2026-01-16,C01213,Facebook,900.0,128,3,2.34
2026-01-16,C01214,Google,500.0,60,1,1.67
2026-01-16,C01215,Email,360.0,74,2,2.7
2026-01-16,C01216,SMS,240.0,62,0,0.0
2026-01-17,C01217,Facebook,900.0,130,0,0.0
2026-01-17,C01218,Google,500.0,64,2,3.12
2026-01-17,C01219,Email,360.0,70,1,1.43
2026-01-17,C01220,SMS,240.0,59,2,3.39
2026-01-18,C01221,Facebook,900.0,125,3,2.4
2026-01-18,C01222,Google,500.0,62,1,1.61
2026-01-18,C01223,Email,360.0,70,2,2.86
2026-01-18,C01224,SMS,240.0,63,0,0.0
2026-01-19,C01225,Facebook,900.0,132,3,2.27
2026-01-19,C01226,Google,500.0,61,2,3.28
2026-01-19,C01227,Email,360.0,69,1,1.45
2026-01-19,C01228,SMS,240.0,58,2,3.45
2026-01-20,C01229,Facebook,900.0,138,1,0.72
2026-01-20,C01230,Google,500.0,62,1,1.61
2026-01-20,C01231,Email,360.0,72,1,1.39
2026-01-20,C01232,SMS,240.0,56,2,3.57
2026-01-21,C01233,Facebook,900.0,143,4,2.8
2026-01-21,C01234,Google,500.0,57,1,1.75
2026-01-21,C01235,Email,360.0,72,1,1.39
2026-01-21,C01236,SMS,240.0,59,0,0.0
2026-01-22,C01237,Facebook,900.0,127,3,2.36
2026-01-22,C01238,Google,500.0,64,0,0.0
2026-01-22,C01239,Email,360.0,73,1,1.37
2026-01-22,C01240,SMS,240.0,56,0,0.0
2026-01-23,C01241,Facebook,900.0,139,4,2.88
2026-01-23,C01242,Google,500.0,59,1,1.69
2026-01-23,C01243,Email,360.0,74,1,1.35
2026-01-23,C01244,SMS,240.0,64,2,3.12
2026-01-24,C01245,Facebook,900.0,127,2,1.57
2026-01-24,C01246,Google,500.0,58,1,1.72
2026-01-24,C01247,Email,360.0,70,2,2.86
2026-01-24,C01248,SMS,240.0,61,1,1.64
2026-01-25,C01249,Facebook,900.0,131,1,0.76
2026-01-25,C01250,Google,500.0,61,1,1.64
2026-01-25,C01251,Email,360.0,73,2,2.74
2026-01-25,C01252,SMS,240.0,64,1,1.56
2026-01-26,C01253,Facebook,900.0,136,3,2.21
2026-01-26,C01254,Google,500.0,58,1,1.72
2026-01-26,C01255,Email,360.0,74,1,1.35
2026-01-26,C01256,SMS,240.0,61,1,1.64
2026-01-27,C01257,Facebook,900.0,134,3,2.24
2026-01-27,C01258,Google,500.0,59,2,3.39
2026-01-27,C01259,Email,360.0,71,1,1.41
2026-01-27,C01260,SMS,240.0,63,1,1.59
2026-01-28,C01261,Facebook,900.0,143,2,1.4
2026-01-28,C01262,Google,500.0,60,2,3.33
2026-01-28,C01263,Email,360.0,73,1,1.37
2026-01-28,C01264,SMS,240.0,57,2,3.51
2026-01-29,C01265,Facebook,900.0,138,4,2.9
2026-01-29,C01266,Google,500.0,63,1,1.59
2026-01-29,C01267,Email,360.0,72,1,1.39
2026-01-29,C01268,SMS,240.0,56,0,0.0
2026-01-30,C01269,Facebook,900.0,140,3,2.14
2026-01-30,C01270,Google,500.0,62,1,1.61
2026-01-30,C01271,Email,360.0,69,1,1.45
2026-01-30,C01272,SMS,240.0,61,2,3.28
2026-01-31,C01273,Facebook,900.0,131,2,1.53
2026-01-31,C01274,Google,500.0,55,0,0.0
2026-01-31,C01275,Email,360.0,71,2,2.82
2026-01-31,C01276,SMS,240.0,61,1,1.64
2026-02-01,C01277,Facebook,900.0,139,3,2.16
2026-02-01,C01278,Google,500.0,58,1,1.72
2026-02-01,C01279,Email,360.0,71,1,1.41
2026-02-01,C01280,SMS,240.0,60,0,0.0
2026-02-02,C01281,Facebook,900.0,136,3,2.21
2026-02-02,C01282,Google,500.0,61,1,1.64
2026-02-02,C01283,Email,360.0,69,2,2.9
2026-02-02,C01284,SMS,240.0,57,1,1.75
2026-02-03,C01285,Facebook,900.0,128,2,1.56
2026-02-03,C01286,Google,500.0,57,0,0.0
2026-02-03,C01287,Email,360.0,72,1,1.39
2026-02-03,C01288,SMS,240.0,56,0,0.0
2026-02-04,C01289,Facebook,900.0,134,3,2.24
2026-02-04,C01290,Google,500.0,57,0,0.0
2026-02-04,C01291,Email,360.0,74,1,1.35
2026-02-04,C01292,SMS,240.0,59,1,1.69
2026-02-05,C01293,Facebook,900.0,143,3,2.1
2026-02-05,C01294,Google,500.0,55,1,1.82
2026-02-05,C01295,Email,360.0,71,1,1.41
2026-02-05,C01296,SMS,240.0,64,1,1.56
2026-02-06,C01297,Facebook,900.0,131,1,0.76
2026-02-06,C01298,Google,500.0,59,1,1.69
2026-02-06,C01299,Email,360.0,73,1,1.37
2026-02-06,C01300,SMS,240.0,60,1,1.67
2026-02-07,C01301,Facebook,900.0,127,4,3.15
2026-02-07,C01302,Google,500.0,57,0,0.0
2026-02-07,C01303,Email,360.0,72,2,2.78
2026-02-07,C01304,SMS,240.0,56,1,1.79
2026-02-08,C01305,Facebook,900.0,133,0,0.0
2026-02-08,C01306,Google,500.0,57,1,1.75
2026-02-08,C01307,Email,360.0,74,1,1.35
2026-02-08,C01308,SMS,240.0,55,1,1.82
2026-02-09,C01309,Facebook,900.0,131,2,1.53
2026-02-09,C01310,Google,500.0,58,1,1.72
2026-02-09,C01311,Email,360.0,70,1,1.43
2026-02-09,C01312,SMS,240.0,56,1,1.79
2026-02-10,C01313,Facebook,900.0,141,2,1.42
2026-02-10,C01314,Google,500.0,63,1,1.59
2026-02-10,C01315,Email,360.0,74,2,2.7
2026-02-10,C01316,SMS,240.0,58,1,1.72
2026-02-11,C01317,Facebook,900.0,139,2,1.44
2026-02-11,C01318,Google,500.0,61,0,0.0
2026-02-11,C01319,Email,360.0,71,2,2.82
2026-02-11,C01320,SMS,240.0,61,1,1.64
2026-02-12,C01321,Facebook,900.0,126,3,2.38
2026-02-12,C01322,Google,500.0,56,1,1.79
2026-02-12,C01323,Email,360.0,69,1,1.45
2026-02-12,C01324,SMS,240.0,57,1,1.75
2026-02-13,C01325,Facebook,900.0,136,3,2.21
2026-02-13,C01326,Google,500.0,60,1,1.67
2026-02-13,C01327,Email,360.0,72,1,1.39
2026-02-13,C01328,SMS,240.0,63,0,0.0
2026-02-14,C01329,Facebook,900.0,129,2,1.55
2026-02-14,C01330,Google,500.0,64,0,0.0
2026-02-14,C01331,Email,360.0,70,0,0.0
2026-02-14,C01332,SMS,240.0,61,2,3.28
2026-02-15,C01333,Facebook,900.0,131,4,3.05
2026-02-15,C01334,Google,500.0,60,1,1.67
2026-02-15,C01335,Email,360.0,70,1,1.43
2026-02-15,C01336,SMS,240.0,60,1,1.67
2026-02-16,C01337,Facebook,900.0,134,4,2.99
2026-02-16,C01338,Google,500.0,55,1,1.82
2026-02-16,C01339,Email,360.0,69,2,2.9
2026-02-16,C01340,SMS,240.0,57,2,3.51
2026-02-17,C01341,Facebook,900.0,143,2,1.4
2026-02-17,C01342,Google,500.0,60,0,0.0
2026-02-17,C01343,Email,360.0,71,2,2.82
2026-02-17,C01344,SMS,240.0,63,1,1.59
2026-02-18,C01345,Facebook,900.0,130,3,2.31
2026-02-18,C01346,Google,500.0,62,1,1.61
2026-02-18,C01347,Email,360.0,73,1,1.37
2026-02-18,C01348,SMS,240.0,58,1,1.72
2026-02-19,C01349,Facebook,900.0,135,3,2.22
2026-02-19,C01350,Google,500.0,57,1,1.75
2026-02-19,C01351,Email,360.0,69,3,4.35
2026-02-19,C01352,SMS,240.0,57,0,0.0
2026-02-20,C01353,Facebook,900.0,131,2,1.53
2026-02-20,C01354,Google,500.0,64,0,0.0
2026-02-20,C01355,Email,360.0,73,3,4.11
2026-02-20,C01356,SMS,240.0,63,0,0.0
2026-02-21,C01357,Facebook,900.0,136,2,1.47
2026-02-21,C01358,Google,500.0,55,0,0.0
2026-02-21,C01359,Email,360.0,74,1,1.35
2026-02-21,C01360,SMS,240.0,56,1,1.79
2026-02-22,C01361,Facebook,900.0,141,4,2.84
2026-02-22,C01362,Google,500.0,59,1,1.69
2026-02-22,C01363,Email,360.0,73,0,0.0
2026-02-22,C01364,SMS,240.0,60,1,1.67
2026-02-23,C01365,Facebook,900.0,134,2,1.49
2026-02-23,C01366,Google,500.0,56,1,1.79
2026-02-23,C01367,Email,360.0,70,1,1.43
2026-02-23,C01368,SMS,240.0,63,1,1.59
2026-02-24,C01369,Facebook,900.0,131,3,2.29
2026-02-24,C01370,Google,500.0,62,0,0.0
2026-02-24,C01371,Email,360.0,70,2,2.86
2026-02-24,C01372,SMS,240.0,64,2,3.12
2026-02-25,C01373,Facebook,900.0,140,3,2.14
2026-02-25,C01374,Google,500.0,63,1,1.59
2026-02-25,C01375,Email,360.0,73,1,1.37
2026-02-25,C01376,SMS,240.0,55,1,1.82
2026-02-26,C01377,Facebook,900.0,126,0,0.0
2026-02-26,C01378,Google,500.0,55,2,3.64
2026-02-26,C01379,Email,360.0,69,2,2.9
2026-02-26,C01380,SMS,240.0,60,0,0.0
2026-02-27,C01381,Facebook,900.0,136,3,2.21
2026-02-27,C01382,Google,500.0,64,1,1.56
2026-02-27,C01383,Email,360.0,73,1,1.37
2026-02-27,C01384,SMS,240.0,56,0,0.0
2026-02-28,C01385,Facebook,900.0,140,1,0.71
2026-02-28,C01386,Google,500.0,64,2,3.12
2026-02-28,C01387,Email,360.0,70,2,2.86
2026-02-28,C01388,SMS,240.0,64,1,1.56
2026-03-01,C01389,Facebook,900.0,125,0,0.0
2026-03-01,C01390,Google,500.0,58,1,1.72
2026-03-01,C01391,Email,360.0,71,1,1.41
2026-03-01,C01392,SMS,240.0,64,1,1.56
2026-03-02,C01393,Facebook,900.0,132,3,2.27
2026-03-02,C01394,Google,500.0,59,0,0.0
2026-03-02,C01395,Email,360.0,74,2,2.7
2026-03-02,C01396,SMS,240.0,62,0,0.0
2026-03-03,C01397,Facebook,900.0,139,2,1.44
2026-03-03,C01398,Google,500.0,64,0,0.0
2026-03-03,C01399,Email,360.0,74,2,2.7
2026-03-03,C01400,SMS,240.0,61,0,0.0
2026-03-04,C01401,Facebook,900.0,138,3,2.17
2026-03-04,C01402,Google,500.0,63,2,3.17
2026-03-04,C01403,Email,360.0,70,0,0.0
2026-03-04,C01404,SMS,240.0,55,1,1.82
2026-03-05,C01405,Facebook,900.0,129,5,3.88
2026-03-05,C01406,Google,500.0,64,1,1.56
2026-03-05,C01407,Email,360.0,69,1,1.45
2026-03-05,C01408,SMS,240.0,55,1,1.82
2026-03-06,C01409,Facebook,900.0,127,2,1.57
2026-03-06,C01410,Google,500.0,64,2,3.12
2026-03-06,C01411,Email,360.0,70,0,0.0
2026-03-06,C01412,SMS,240.0,58,1,1.72
2026-03-07,C01413,Facebook,900.0,141,4,2.84
2026-03-07,C01414,Google,500.0,59,1,1.69
2026-03-07,C01415,Email,360.0,74,1,1.35
2026-03-07,C01416,SMS,240.0,62,1,1.61
2026-03-08,C01417,Facebook,900.0,125,0,0.0
2026-03-08,C01418,Google,500.0,57,1,1.75
2026-03-08,C01419,Email,360.0,69,1,1.45
2026-03-08,C01420,SMS,240.0,55,1,1.82
2026-03-09,C01421,Facebook,900.0,127,4,3.15
2026-03-09,C01422,Google,500.0,56,0,0.0
2026-03-09,C01423,Email,360.0,69,1,1.45
2026-03-09,C01424,SMS,240.0,56,1,1.79
2026-03-10,C01425,Facebook,900.0,137,3,2.19
2026-03-10,C01426,Google,500.0,62,1,1.61
2026-03-10,C01427,Email,360.0,71,0,0.0
2026-03-10,C01428,SMS,240.0,57,1,1.75
2026-03-11,C01429,Facebook,900.0,128,2,1.56
2026-03-11,C01430,Google,500.0,58,1,1.72
2026-03-11,C01431,Email,360.0,70,1,1.43
2026-03-11,C01432,SMS,240.0,59,1,1.69
2026-03-12,C01433,Facebook,900.0,143,2,1.4
2026-03-12,C01434,Google,500.0,55,1,1.82
2026-03-12,C01435,Email,360.0,71,1,1.41
2026-03-12,C01436,SMS,240.0,64,1,1.56
2026-03-13,C01437,Facebook,900.0,143,4,2.8
2026-03-13,C01438,Google,500.0,59,1,1.69
2026-03-13,C01439,Email,360.0,74,2,2.7
2026-03-13,C01440,SMS,240.0,57,1,1.75
2026-03-14,C01441,Facebook,900.0,135,3,2.22
2026-03-14,C01442,Google,500.0,64,0,0.0
2026-03-14,C01443,Email,360.0,74,2,2.7
2026-03-14,C01444,SMS,240.0,56,0,0.0
2026-03-15,C01445,Facebook,900.0,139,4,2.88
2026-03-15,C01446,Google,500.0,56,1,1.79
2026-03-15,C01447,Email,360.0,71,1,1.41
2026-03-15,C01448,SMS,240.0,57,0,0.0
2026-03-16,C01449,Facebook,900.0,142,3,2.11
2026-03-16,C01450,Google,500.0,58,1,1.72
2026-03-16,C01451,Email,360.0,72,1,1.39
2026-03-16,C01452,SMS,240.0,62,2,3.23
2026-03-17,C01453,Facebook,900.0,137,3,2.19
2026-03-17,C01454,Google,500.0,55,1,1.82
2026-03-17,C01455,Email,360.0,71,1,1.41
2026-03-17,C01456,SMS,240.0,63,1,1.59
2026-03-18,C01457,Facebook,900.0,136,5,3.68
2026-03-18,C01458,Google,500.0,61,0,0.0
2026-03-18,C01459,Email,360.0,70,1,1.43
2026-03-18,C01460,SMS,240.0,59,2,3.39
2026-03-19,C01461,Facebook,900.0,135,2,1.48
2026-03-19,C01462,Google,500.0,56,1,1.79
2026-03-19,C01463,Email,360.0,71,1,1.41
2026-03-19,C01464,SMS,240.0,64,2,3.12
